"h10_g3","h10_g4","h10_g10","h10_g11","h10_eco9","h10_reg7","p1002_8aq1"
2,1971,1,2,930,4,175.5
1,1996,5,2,,4,
2,2000,0,2,,4,
1,1968,1,1,411,4,256.7
2,1975,1,1,286,4,
1,1998,0,1,,4,
1,2001,0,1,,4,
1,1974,1,2,,4,
2,1975,1,2,313,4,207
1,2002,0,2,,4,
1,2004,0,2,,4,
1,1971,1,2,312,4,404.2
2,1975,1,2,,4,
2,2004,0,2,,4,
1,2006,0,2,,4,
2,1940,2,1,,4,
1,1982,1,2,761,4,
2,1982,1,2,521,4,
2,2008,0,2,,4,
1,1937,1,2,521,4,
2,1939,1,1,521,4,
1,1950,3,1,314,4,24
1,1939,1,2,611,4,
2,1945,1,2,611,4,
1,1947,1,1,611,4,
2,1959,1,1,611,4,
1,1964,1,2,611,4,
2,1966,1,1,611,4,
2,1992,5,2,,4,
1,1994,5,2,,4,
2,1997,0,2,,4,
1,1924,2,2,,4,
1,1948,2,1,611,4,
1,1970,5,1,521,4,343.7
1,1966,1,2,611,4,
2,1994,5,2,,4,
2,1962,1,2,611,4,
1,1929,1,2,,4,
2,1932,1,1,,4,
2,1958,3,2,,4,
1,1941,1,1,611,4,
2,1943,1,1,611,4,
1,1940,1,2,613,4,
2,1944,1,2,613,4,
1,1939,1,1,611,4,
2,1950,1,1,611,4,
2,1940,2,1,611,4,
1,1959,2,1,941,4,60
1,1947,1,1,611,4,
2,1946,1,1,611,4,
1,1932,1,1,,4,
2,1934,1,1,,4,
2,1941,2,1,,4,
2,1932,2,1,,4,
2,1939,2,1,,4,
2,1932,2,1,,4,
2,1931,2,1,,4,
2,1922,2,2,,4,
2,1941,1,1,611,4,
1,1939,1,1,611,4,
2,1942,1,1,611,4,
1,1964,1,2,611,4,
2,1970,1,2,611,4,
2,1996,5,2,,4,
1,2001,0,2,,4,
1,1944,1,2,611,4,
2,1954,1,1,611,4,
1,1982,5,2,930,4,241
1,1938,1,1,611,4,
2,1940,1,1,611,4,
2,1941,2,2,611,4,
1,1942,1,2,611,4,
2,1934,1,2,,4,
1,1934,1,2,,4,
2,1936,1,2,,4,
2,1929,2,2,,4,
1,1935,1,2,,2,
2,1935,1,2,,2,
2,1932,2,1,,4,
2,1935,2,2,611,4,
1,1943,1,1,611,4,
2,1944,1,1,611,4,
2,1928,2,2,,4,
2,1933,2,2,,4,
2,1936,2,1,,4,
1,1937,1,2,611,4,
2,1938,1,1,611,4,
1,1947,1,1,611,4,
2,1946,1,1,611,4,
1,1976,5,1,611,4,
1,1944,1,1,611,4,
2,1948,1,1,611,4,
1,1954,1,2,611,4,
2,1966,1,1,422,4,
2,1991,5,2,253,4,170.8
2,1993,5,2,,4,
2,1994,5,2,,4,
1,1996,5,2,,4,
2,1933,2,2,,4,
1,1950,1,1,611,4,
2,1958,1,1,611,4,
2,1983,5,1,611,4,
2,1920,2,1,,4,
1,1947,1,1,611,4,
2,1950,1,1,611,4,
2,1974,5,2,,4,
1,1976,3,2,611,4,
1,2005,0,2,,4,
1,1959,1,1,611,4,
2,1963,1,1,611,4,
2,1937,2,2,,4,
1,1962,1,1,,4,
2,1970,1,1,999,4,57
1,2000,0,1,,4,
1,2003,0,1,,4,
1,2007,0,1,,4,
1,1962,1,1,922,4,
2,1962,1,1,521,4,
1,1988,5,2,922,4,241
1,1990,5,2,,4,
1,1935,1,2,611,4,
2,1940,1,2,611,4,
1,1962,5,2,611,4,
1,1936,1,2,611,4,
2,1963,1,2,941,4,60
1,1989,5,2,910,3,314.2
2,1956,2,1,,1,
1,1983,5,1,,1,
1,1936,1,1,611,4,
2,1947,1,1,611,4,
1,1974,5,1,941,4,138
1,1945,1,2,611,4,
2,1951,1,1,611,4,
2,1935,2,1,,4,
2,1936,2,1,,4,
1,1934,1,1,,4,
2,1939,1,1,,4,
1,1930,1,1,,4,
2,1939,1,1,611,4,
1,1938,1,1,,4,
2,1941,1,1,,4,
1,1938,1,2,611,4,
2,1946,1,2,611,4,
1,1941,1,1,611,4,
2,1946,1,1,611,4,
2,1932,2,1,,4,
2,1942,2,1,611,4,
1,1942,1,1,630,4,
2,1953,1,1,630,4,
2,1944,2,2,,4,
2,1923,2,2,,4,
1,1935,1,2,,4,
2,1938,1,1,,4,
2,1928,2,2,,4,
2,1931,2,1,,4,
2,1934,2,1,,4,
1,1964,5,1,,4,
2,1936,2,1,,4,
1,1935,1,1,,4,
2,1937,1,1,,4,
2,1925,2,1,,4,
2,1935,2,2,,4,
2,1930,2,2,,4,
2,1931,2,1,,4,
2,1935,2,2,,4,
1,1945,3,2,,4,
2,1938,2,2,,4,
2,1942,2,2,,2,
2,1970,3,2,441,2,130
1,1996,5,2,,2,
2,1929,2,1,,4,
2,1931,2,2,,4,
2,1933,2,1,,4,
2,1937,1,1,611,4,
1,1929,1,2,,4,
1,1952,1,1,252,3,589.1
2,1954,1,1,252,3,505.8
1,1986,5,2,,3,
1,1956,1,2,252,3,564
2,1957,1,2,252,3,255
2,1985,1,2,252,3,312.5
1,1965,1,1,510,3,
2,1969,1,1,,3,
1,1991,5,2,,3,
2,1992,5,2,,3,
1,1971,1,1,272,3,733.3
2,1971,1,1,,3,
2,2002,0,1,,3,
1,2005,0,1,,3,
1,1971,1,1,742,3,458.3
2,1975,1,1,243,3,188
1,1998,0,2,,3,
2,2001,0,2,,3,
1,1962,1,2,851,3,616.5
2,1967,1,2,863,3,168
2,1990,5,2,,3,
1,1970,1,1,286,3,
2,1971,1,1,530,3,
1,2002,0,1,,3,
1,1977,1,2,311,3,344
2,1977,1,2,,3,
1,2005,0,2,,3,
2,2008,0,2,,3,
2,1977,1,1,252,3,381
1,1977,1,1,312,3,383
1,2007,0,2,,3,
1,2010,0,2,,3,
2,1980,1,2,311,3,341
1,1952,3,1,,3,
2,1978,1,2,243,3,225
1,1973,1,2,151,3,250
2,2011,0,2,,3,
1,1948,1,1,753,3,208
2,1946,1,1,,3,
1,1946,1,1,,3,
2,1953,1,1,,3,
1,1967,1,2,510,3,166.6
2,1971,1,2,311,3,471.6
1,1998,0,2,,3,
1,2000,0,2,,3,
1,1963,1,2,841,3,666
2,1965,1,1,,3,
2,1991,5,2,,3,
2,1994,5,2,,3,
1,1970,1,2,311,3,405
2,1973,1,2,311,3,385
1,2000,0,2,,3,
2,2003,0,2,,3,
2,1946,2,1,,3,
1,1939,1,2,,3,
2,1942,1,2,,3,
1,1967,1,2,231,3,392
2,1972,1,2,252,3,505
1,2001,0,2,,3,
1,2006,0,2,,3,
1,1948,1,1,941,3,100
2,1952,1,1,951,3,
1,1960,1,1,252,3,643
2,1962,1,1,,3,
2,1987,5,1,,3,
1,1989,5,1,,3,
1,1961,1,1,149,3,472
2,1965,1,1,289,3,320
2,1992,5,1,,3,
2,1994,5,1,,3,
1,1970,1,2,854,3,1026
2,1969,1,2,,3,
2,1998,0,2,,3,
1,2000,0,2,,3,
1,1960,1,1,320,3,755
2,1964,1,1,510,3,125
2,1989,5,2,236,5,210
2,1994,5,1,,3,
1,2001,0,1,,3,
2,1955,2,1,441,3,180
1,1972,1,1,221,3,543
2,1973,1,1,253,3,205
2,2004,0,1,,3,
1,2006,0,1,,3,
1,1950,1,2,,3,
2,1955,1,1,421,3,33.3
1,1979,3,2,432,3,
1,1979,1,2,,3,
2,1984,1,2,422,3,
2,2008,0,2,,3,
1,2010,0,2,,3,
1,1962,1,1,873,3,487
2,1966,1,1,,3,
2,1992,5,1,,3,
1,2001,0,1,,3,
1,1949,1,1,,3,
2,1958,1,1,,3,
2,1974,3,1,941,3,120
2,1996,5,1,,3,
1,2002,0,1,,3,
1,1973,3,2,399,3,103
2,1972,3,2,442,3,338.9
1,2000,0,2,,3,
2,1949,2,1,,3,
1,2006,0,2,,3,
1,1959,1,1,873,3,416.6
2,1963,1,1,,3,
2,1990,5,1,313,3,182.5
2,1939,2,1,,3,
1,1963,1,1,312,3,703.6
2,1965,1,1,311,3,525
2,1992,5,1,442,3,137
2,1993,5,1,,3,
1,1961,1,1,252,3,583.3
2,1964,1,1,311,3,451.6
2,1995,5,1,,3,
1,1967,1,1,239,3,88.9
2,1970,1,1,,3,
2,1996,5,2,,3,
2,1999,0,2,,3,
1,1968,1,1,320,3,820.8
2,1970,1,1,422,3,
1,1996,5,1,,3,
2,1999,0,1,,3,
1,1975,1,1,841,3,664.9
2,1974,1,1,,3,
1,2001,0,1,,3,
2,2009,0,1,,3,
1,1936,1,2,,3,
2,1938,1,1,,3,
1,1934,1,2,,3,
2,1941,1,1,,3,
1,1959,1,1,743,3,243
2,1967,1,1,,3,
2,1989,5,1,243,3,148
1,1972,1,2,149,3,650
2,1973,1,2,313,3,263
2,1998,0,2,,3,
1,1999,0,2,,3,
1,1969,1,2,312,3,506.6
2,1971,1,2,,3,
2,1998,0,2,,3,
1,2004,0,2,,3,
1,1968,1,2,843,3,256
2,1968,1,2,,3,
1,1990,5,2,930,3,162
2,1992,5,2,953,3,148
1,1976,1,2,510,3,388.3
2,1977,1,2,,3,
1,2007,0,2,,3,
1,1950,1,1,,3,
2,1955,1,1,,3,
1,1979,1,2,284,2,
1,1974,1,2,320,2,808.3
2,1975,1,2,284,2,36
1,2004,0,2,,2,
1,2007,0,2,,2,
1,1946,1,2,,3,
2,1951,1,2,,3,
1,1977,1,1,235,3,441
2,1982,1,1,313,3,187
2,2010,0,1,,3,
2,2011,0,1,,3,
2,2011,0,1,,3,
1,1945,1,1,149,3,50
2,1950,1,1,,3,
1,1959,1,1,611,3,
2,1960,1,1,611,3,
2,1987,5,1,314,3,152
2,1989,5,2,245,3,178
1,1950,1,1,741,3,
2,1957,1,1,314,3,
1,1960,1,2,874,3,725
2,1962,1,2,521,3,141
2,1987,5,2,247,3,195.8
2,1989,5,1,252,3,208.3
1,1947,1,2,,3,
2,1947,1,1,,3,
2,1962,3,2,314,3,142
2,1991,5,2,,3,
1,1956,1,1,120,3,687.9
2,1961,1,1,,3,
2,1985,5,1,320,3,458.3
2,1987,1,2,320,3,292
1,1991,5,1,,3,
1,1982,1,2,235,3,443
1,1961,1,1,252,3,458.3
2,1960,1,1,253,3,
2,1989,5,1,,3,
2,1991,5,1,,3,
1,1995,5,1,,3,
2,1950,2,2,441,3,
1,1974,3,2,892,3,
1,1948,1,1,159,3,
2,1953,1,1,,3,
1,1982,1,1,159,3,300
2,1930,2,1,,3,
2,1979,1,1,244,3,197
2,1962,3,1,442,3,145.5
2,1960,3,2,951,3,67
1,1939,1,1,,3,
2,1950,1,1,,3,
1,1953,1,2,910,3,
2,1951,1,2,,3,
1,1947,2,2,,3,
2,1954,3,1,,1,
2,1987,5,2,313,3,233.3
1,1953,1,1,442,3,
2,1957,1,1,442,3,
2,1986,1,1,313,3,157
1,1979,1,1,222,3,
1,2009,0,1,,3,
1,1972,3,2,,3,
1,1995,5,2,,3,
1,1999,0,2,,3,
1,2000,0,2,,3,
2,1933,2,1,,3,
1,1969,1,2,852,3,398
2,1970,1,2,952,3,88
2,1996,5,2,,3,
2,1998,0,2,,3,
1,1938,1,1,,3,
2,1947,1,1,,3,
1,1957,1,1,873,3,160
2,1958,1,1,,3,
1,1982,1,2,930,3,132
2,1982,1,2,,3,
1,1956,3,2,312,3,107
1,1982,5,2,441,1,371
1,1977,1,2,761,3,408
2,1980,1,2,431,3,50
1,2003,0,2,,3,
2,2007,0,2,,3,
2,2011,0,2,,3,
1,1961,1,1,,3,
2,1962,1,1,922,3,180
2,1989,5,1,313,3,183
2,1994,5,1,,3,
1,1959,1,2,,3,
2,1967,1,1,313,3,124
1,1992,5,1,876,3,280
2,1963,3,1,314,3,221
2,1988,1,2,,3,
1,1984,1,2,284,3,203
1,1959,3,1,,2,
2,1987,1,1,864,2,278.8
2,1989,3,1,,2,
2,1999,0,1,,2,
1,1986,1,2,,2,
1,2011,0,1,,2,
1,2008,0,1,,2,
2,2013,0,1,,2,
1,1945,1,1,942,3,140
2,1943,1,1,,3,
1,1946,1,1,611,7,
2,1949,1,1,152,7,
2,1963,3,2,,3,
1,1990,5,2,,3,
1,1961,1,2,611,3,
2,1961,1,2,441,3,
1,1956,1,1,131,3,666.6
2,1957,1,1,,3,
1,1950,1,2,,3,
2,1951,1,1,,3,
1,1966,3,2,530,3,
1,1996,5,2,,3,
2,1935,2,2,,3,
2,1930,2,2,,3,
1,1969,1,1,248,3,210
2,1972,1,1,,3,
2,1996,5,1,,3,
1,1998,0,1,,3,
1,2000,0,1,,3,
2,2004,0,1,,3,
2,2011,0,1,,3,
1,1974,1,2,773,3,436.3
2,1973,1,2,252,3,466.6
1,2005,0,2,,3,
1,1974,1,2,234,4,454.1
2,1981,1,2,,4,
1,2005,0,2,,4,
1,2007,0,2,,4,
1,2011,0,2,,4,
1,1980,1,2,312,3,533.3
2,1981,1,2,,3,
1,2007,0,2,,3,
2,1956,2,2,,3,
2,2009,0,2,,3,
1,1945,2,1,,2,
1,1985,5,1,248,2,160
1,1957,1,2,772,3,290.6
2,1964,1,1,421,3,178.5
1,1934,1,2,,3,
2,1944,1,2,,3,
1,1940,1,1,,3,
2,1943,1,1,,3,
1,1971,1,2,235,3,545.8
2,1971,1,2,259,3,128
1,1999,0,2,,3,
1,2001,0,2,,3,
1,1973,1,2,312,3,433
2,1979,1,2,245,3,216
1,2005,0,2,,3,
1,2009,0,2,,3,
1,1971,1,2,1012,3,462
2,1970,1,2,311,3,294
1,2004,0,2,,3,
1,2006,0,2,,3,
1,1969,1,2,922,3,322
2,1972,1,2,992,3,130
1,1999,0,2,,3,
1,1972,1,1,312,3,408.3
2,1973,1,1,243,3,226.3
1,2002,0,1,,3,
2,2010,0,1,,3,
1,1956,1,1,120,3,561
2,1957,1,1,,3,
1,1959,1,1,863,3,331
2,1963,1,1,521,3,94
1,1991,5,1,,3,
2,1993,5,1,,3,
1,1958,1,1,873,3,203
2,1960,1,1,,3,
1,1984,1,1,312,2,353.3
1,1987,5,1,799,1,48
2,1984,1,1,,2,
2,2011,0,1,,2,
1,1975,3,2,521,3,
1,2005,0,2,,3,
1,2007,0,2,,3,
1,1960,1,2,743,3,195
2,1961,1,2,441,3,201
2,1985,5,2,313,3,150
1,1992,5,1,,3,
2,1940,2,2,,3,
1,1932,2,2,,3,
2,1988,5,2,,3,
1,1970,1,1,855,3,214
2,1972,1,1,510,3,527
2,1998,0,1,,3,
2,2002,0,1,,3,
1,1978,1,2,875,3,
2,1981,1,2,,3,
2,2012,0,2,,3,
2,1951,2,2,530,3,
1,1980,5,2,254,2,249
1,1931,1,2,,3,
2,1940,1,2,,3,
1,1948,1,2,823,3,
2,1955,1,2,521,3,
1,1957,1,2,,3,
2,1962,1,2,941,3,137
1,1983,5,2,,3,
1,1960,1,1,873,3,
2,1964,1,1,,3,
2,1990,5,1,243,3,194.5
1,1995,5,1,,3,
2,1935,2,1,,3,
2,1986,5,2,243,3,225.4
1,1988,5,2,313,3,208.8
1,1960,1,1,772,3,249
2,1958,1,1,930,3,120
2,1981,1,2,254,4,35
1,1981,1,2,853,4,403.3
2,2008,0,2,,4,
2,2010,0,2,,4,
1,1970,1,1,,3,
2,1969,1,1,510,3,516.6
2,1992,5,1,422,3,129.5
1,1965,1,1,,4,
2,1973,1,1,864,4,199.7
2,1993,5,1,864,4,291.7
2,1999,0,1,,4,
1,1967,3,2,399,3,882.8
1,1999,0,2,,3,
1,2001,0,2,,3,
2,1942,3,1,,3,
2,1972,5,1,,3,
1,1941,1,1,,3,
2,1946,1,1,,3,
2,1971,5,2,259,3,95
1,1947,1,1,,3,
2,1951,1,1,,3,
1,1964,1,1,873,3,
2,1970,1,1,243,3,135.4
2,2002,0,1,,3,
1,2004,0,1,,3,
1,2004,0,1,,3,
2,1932,2,1,,3,
2,1943,2,1,,3,
2,1961,2,1,421,3,
2,1959,2,1,,3,
2,1927,2,2,,3,
1,1958,1,2,611,3,
2,1962,1,2,611,3,
1,1946,1,1,942,3,171.6
2,1949,1,1,,3,
2,1930,2,1,,3,
1,1965,1,1,510,3,450.3
2,1968,1,1,259,3,
2,1997,0,1,,3,
2,1999,0,1,,3,
2,1957,2,1,,3,
1,1982,1,1,431,3,215
2,1983,1,1,953,3,
1,2011,0,2,,3,
1,2013,0,2,,3,
1,1953,1,1,874,3,212
2,1956,1,1,,3,
1,1982,1,1,239,3,390.3
2,1982,5,1,999,3,195
2,1950,3,1,,3,
1,1960,5,2,842,3,393
1,1956,1,1,873,3,167
2,1958,1,1,951,3,50
1,1983,1,1,312,3,200
2,1985,1,1,,3,
1,1985,1,1,899,3,618.3
2,2009,0,1,,3,
2,1983,1,1,313,3,200
2,2012,0,1,,3,
1,2012,0,1,,3,
1,1970,1,1,842,3,370
2,1964,1,1,930,3,295
1,1958,1,1,139,3,
2,1962,1,1,,3,
1,1986,5,1,,3,
1,1955,1,2,,7,
2,1964,1,2,910,7,190.6
2,1938,2,1,,3,
1,1956,1,1,611,3,
2,1959,1,1,611,3,
2,1937,2,1,611,3,
1,1985,5,1,312,3,297.5
2,1960,3,1,,3,
2,1927,2,1,,3,
2,1965,2,2,930,3,40
1,1934,1,2,611,3,
2,1939,1,2,611,3,
2,1942,2,1,,3,
2,1933,2,2,,3,
2,1932,2,1,,3,
1,1942,1,1,,3,
2,1944,1,1,,3,
2,1936,2,1,,3,
2,1932,2,1,,3,
2,1931,2,2,,3,
2,1938,2,1,611,3,
2,1938,2,1,,3,
2,1938,2,2,,3,
2,1929,2,1,,3,
2,1939,2,2,,3,
2,1930,2,1,,3,
1,1968,1,2,521,3,
2,1979,1,2,254,3,
1,2005,0,2,,3,
2,2011,0,2,,3,
1,1965,2,1,431,3,
1,1995,5,2,,3,
1,2002,0,2,,3,
2,1936,2,1,,3,
1,1933,1,1,,3,
2,1942,1,1,,3,
1,1975,1,2,521,3,
2,1979,1,2,521,3,
1,2006,0,2,,3,
2,2011,0,2,,3,
2,1951,2,2,611,3,
1,1954,1,2,,3,
2,1957,1,2,421,3,173
2,1984,5,2,442,3,170
1,1954,3,2,,3,
2,1991,5,2,,3,
2,1942,2,1,,3,
1,1952,3,2,,3,
2,1935,2,1,,3,
1,1930,6,2,,3,
2,1940,2,2,,3,
1,1965,1,1,611,3,
2,1968,1,1,510,3,
2,1992,5,1,,3,
2,1993,5,1,399,3,350
2,1997,0,1,,3,
1,1948,1,2,611,3,
2,1954,1,2,611,3,
1,1947,2,1,,3,
1,1952,1,1,,3,
2,1950,1,1,,3,
2,1930,2,2,,3,
2,1940,2,1,,3,
2,1974,1,1,930,3,167
2,1996,5,2,,3,
2,1997,0,2,,3,
1,1999,0,2,,3,
1,1929,1,2,,3,
2,1934,1,2,,3,
2,1956,1,2,611,3,
1,1942,1,2,,3,
1,1929,2,2,,3,
2,1955,2,2,421,3,168
1,1980,5,2,,3,
2,1931,2,1,,3,
2,1941,2,1,991,3,69.5
2,1935,2,1,,3,
2,2000,0,1,,3,
2,2003,0,1,,3,
2,1938,2,2,,3,
2,1943,2,1,930,3,87.5
1,1934,1,1,,3,
2,1940,1,1,,3,
1,1960,1,1,613,3,
2,1962,1,1,613,3,
1,1985,5,2,222,3,382
1,1988,5,2,236,3,287
1,1967,1,2,613,3,291
2,1971,1,2,,3,
1,2000,0,2,,3,
1,2002,0,2,,3,
2,1953,2,1,613,3,
1,1979,5,2,,3,
2,1983,1,2,320,3,291.7
1,1980,1,2,239,3,433.3
2,1943,2,1,611,3,
2,1933,2,1,,3,
1,1944,1,2,,3,
2,1950,1,2,421,3,110
1,1947,1,1,510,3,120
2,1948,1,1,611,3,
1,1973,3,1,773,3,150
1,1946,1,1,611,3,
2,1948,1,1,611,3,
1,1981,5,1,743,3,373.6
1,1937,1,1,,3,
2,1935,1,1,,3,
2,1938,2,2,611,3,
1,1937,1,1,611,3,
2,1942,1,1,611,3,
2,1938,2,1,611,3,
2,1932,2,2,,3,
2,1939,2,1,,3,
2,1935,2,1,,3,
1,1928,2,2,,3,
2,1942,2,1,611,3,
1,1961,5,2,630,3,
2,1927,2,1,,3,
1,1930,1,1,611,3,
2,1931,1,1,611,3,
2,1941,2,1,611,3,
1,1943,2,1,611,3,
1,1934,1,1,611,3,
2,1939,1,1,611,3,
1,1960,1,1,832,3,398.6
2,1963,1,1,930,3,149.5
2,1986,1,2,,2,
1,1992,5,1,854,3,155
1,1980,1,2,222,2,421.7
2,2011,0,2,,2,
2,2013,0,2,,2,
1,1936,1,1,611,3,
2,1942,1,1,611,3,
1,1928,1,1,,3,
2,1934,1,1,,3,
2,1939,2,1,611,3,
2,1933,2,1,,3,
2,1930,2,2,,3,
2,1932,2,2,,3,
2,1942,2,1,,3,
2,1936,2,1,,3,
2,1957,2,1,613,3,
2,1980,5,1,311,1,244
1,1982,5,2,753,3,226
1,1944,1,1,,3,
2,1948,1,1,611,3,
1,1945,1,1,611,3,
2,1949,1,1,611,3,
2,1929,2,2,,3,
2,1935,2,1,,3,
2,1930,2,1,,3,
1,1971,5,1,,3,
1,1933,6,1,,3,
2,1942,2,1,,3,
2,1948,2,1,,3,
1,1930,2,1,,3,
1,1938,1,1,611,3,
2,1943,1,1,611,3,
1,1938,1,1,,1,
2,1940,1,1,,1,
1,1967,5,2,,3,
1,1965,3,1,521,3,
1,2002,0,1,,3,
1,1947,1,1,611,3,
2,1950,1,1,611,3,
1,1949,1,1,,3,
2,1950,1,1,,3,
2,1929,2,1,,3,
1,1955,1,1,611,3,
2,1955,1,1,254,3,102
1,1982,1,1,312,3,250
2,1922,2,1,,3,
2,1983,1,1,,3,
2,2013,0,1,,3,
1,1940,1,1,611,3,
2,1948,1,1,521,3,
1,1932,1,1,611,3,
2,1941,1,1,611,3,
1,1938,1,2,,3,
2,1948,1,2,991,3,
1,1938,1,2,,3,
2,1944,1,2,,3,
1,1940,1,2,,3,
2,1942,1,2,,3,
2,1934,2,1,,3,
2,1932,2,2,,3,
2,1945,2,1,611,3,
2,1931,2,1,,3,
1,1932,2,1,,3,
1,1969,1,2,153,3,426
2,1973,1,2,313,3,343
1,1998,0,2,,3,
2,2000,0,2,,3,
1,2002,0,2,,3,
1,1969,1,1,411,3,418.8
2,1969,1,1,311,3,421
1,2000,0,1,,3,
1,2002,0,1,,3,
1,1968,1,1,411,3,510
2,1972,1,1,,3,
1,1999,0,1,,3,
1,1952,1,2,873,3,60
2,1957,1,2,,3,
2,1997,0,2,,3,
1,1962,1,1,611,3,
2,1964,1,1,611,3,
2,1942,2,1,,3,
2,1998,0,1,,3,
2,2000,0,1,,3,
1,1950,1,2,772,3,159.5
2,1962,1,2,941,3,150
1,1961,1,1,922,3,508.3
2,1966,1,1,899,3,100
2,1989,5,1,320,3,200
1,1992,5,1,,3,
2,1942,2,1,611,3,
1,1972,3,1,922,3,348.5
2,1958,2,1,521,3,216.7
2,1925,2,1,,3,
2,1984,1,1,259,3,
1,1986,5,1,510,3,95
1,1980,1,1,239,3,333.3
2,1954,2,2,530,3,
2,1981,5,2,530,3,
1,1974,1,1,312,3,350
2,1939,2,1,,3,
2,1986,1,1,,3,
1,2012,0,1,,3,
1,1956,1,1,,3,
2,1959,1,1,442,3,
1,1948,1,1,611,3,
2,1948,1,1,611,3,
1,1964,1,1,245,3,
2,1968,1,1,521,3,
2,1989,5,2,510,3,207
1,1996,5,1,,3,
2,2001,0,1,,3,
1,1939,1,1,611,3,
2,1948,1,1,530,3,
1,1974,1,1,441,2,334.5
2,1974,1,1,530,2,172.9
2,2005,0,1,,2,
1,1933,3,1,,3,
2,1945,3,1,,3,
1,1973,5,2,999,3,170
1,1983,5,1,799,3,173
1,1959,1,1,620,3,83.33
2,1956,1,1,611,3,
1,1960,1,1,248,3,304.3
2,1961,1,1,,3,
2,1994,5,1,,3,
1,1937,2,2,611,3,
1,1938,1,2,611,3,
2,1947,1,2,530,3,
1,1966,3,2,910,3,216
2,1963,3,2,,3,
2,1998,0,2,,3,
2,2000,0,2,,3,
1,2005,0,2,,3,
2,1936,2,1,248,3,
1,1946,6,1,,3,
2,1954,2,1,442,3,
1,1933,1,1,,3,
2,1936,1,1,,3,
1,1955,1,1,,3,
2,1959,1,1,421,3,160.4
1,1952,1,1,611,3,
2,1952,1,1,611,3,
1,1981,1,2,312,1,666.7
2,1983,1,2,,1,
1,1953,1,1,873,3,54
2,1969,1,1,441,3,170
2,1991,5,1,312,3,168.3
2,1994,5,1,399,2,157
2,1955,2,1,611,3,
1,1978,1,1,611,3,
2,1977,1,1,312,3,166.7
2,2003,0,1,,3,
1,2006,0,1,,3,
1,2007,0,1,,3,
1,1951,1,1,611,3,
2,1954,1,1,611,3,
1,1984,5,1,254,7,150
1,1939,1,1,611,3,
2,1942,1,1,611,3,
1,1935,1,1,611,3,
2,1947,1,1,611,3,
1,1942,1,1,611,3,
2,1943,1,1,611,3,
1,1940,1,2,611,3,
2,1945,1,2,,3,
2,1966,1,2,442,3,130
1,1964,1,2,999,3,54.1
1,1941,1,1,611,3,
2,1946,1,1,611,3,
2,1951,2,2,611,3,
1,1939,1,2,,3,
2,1946,1,2,,3,
1,1935,1,2,611,3,
2,1937,1,2,611,3,
2,1937,2,2,611,3,
1,1965,1,2,611,3,
2,1967,1,2,611,3,
1,2002,0,2,,3,
2,1936,2,1,,3,
2,1939,2,1,611,3,
2,1931,2,1,,3,
1,1953,1,1,611,3,
2,1958,1,1,611,3,
2,1927,2,1,,3,
2,1954,2,1,611,3,
1,1954,1,1,772,3,240
2,1955,1,1,,3,
2,1937,2,1,,3,
2,1982,1,1,,3,
1,1988,5,2,773,3,560.58
1,1979,1,1,611,3,
1,2009,0,1,,3,
1,2011,0,1,,3,
1,1943,1,1,,3,
2,1949,1,1,611,3,
2,2013,0,1,,3,
1,1936,1,2,,3,
2,1941,1,1,991,3,
1,1973,5,2,,3,
2,1940,2,1,611,3,
1,1935,1,1,,3,
2,1934,1,1,,3,
2,1936,2,1,611,3,
2,1935,2,2,,3,
1,1943,1,1,611,3,
2,1946,1,1,611,3,
1,1937,1,1,611,3,
2,1943,1,1,611,3,
2,1937,2,2,,3,
2,1994,5,2,,3,
2,1941,2,2,,3,
1,1953,1,2,,3,
2,1953,1,1,922,3,140
2,1940,2,1,,3,
2,1932,2,1,,3,
2,1929,2,2,,3,
2,1936,2,1,611,3,
2,1939,2,1,,3,
2,1937,2,1,611,3,
2,1932,2,2,,3,
1,1955,1,2,611,3,
2,1959,1,2,611,3,
2,1984,5,2,311,3,260
1,1961,1,2,320,3,464.2
2,1927,2,2,,3,
2,1988,1,2,421,3,135.5
1,2007,0,2,,3,
1,1967,1,2,611,3,
2,1977,1,2,611,3,
1,2000,0,2,,3,
2,2002,0,2,,3,
1,2006,0,2,,3,
1,1954,1,1,613,3,
2,1957,1,1,613,3,
1,1937,1,1,611,3,
2,1942,1,1,611,3,
1,1935,1,2,611,3,
2,1938,1,2,611,3,
1,1934,1,1,611,3,
2,1943,1,1,611,3,
2,1970,1,1,611,3,
2,1997,0,1,,3,
1,1962,3,1,611,3,
1,1965,1,1,611,3,
2,1997,0,1,,3,
1,1998,0,1,,3,
1,1933,1,2,,3,
2,1941,1,2,,3,
2,1945,2,1,611,3,
2,1939,2,1,,3,
2,1928,2,2,,3,
1,1936,1,2,611,3,
2,1954,1,2,930,3,140
1,1941,1,1,611,3,
2,1940,1,1,,3,
1,1925,1,1,,3,
2,1930,1,1,,3,
1,1936,1,1,611,3,
2,1941,1,1,,3,
1,1960,5,2,,3,
2,1923,2,1,,3,
1,1956,1,1,120,3,501.6
2,1957,1,1,611,3,
2,1932,2,2,,3,
1,1950,1,1,611,3,
2,1957,1,1,611,3,
2,1987,1,2,252,3,244.2
2,1984,1,2,313,1,277.7
1,1982,1,2,320,3,419.2
1,1964,1,2,753,3,248.5
2,1985,1,2,611,3,
2,1935,2,2,611,3,
2,2005,0,2,,3,
1,2007,0,2,,3,
